country_name,country_code,year,unemployment_rate,youth_unemployment,employment_ratio,gdp,gdp_per_capita,gdp_per_capita_ppp,inflation,government_debt,foreign_direct_investment,trade_percent_gdp,education_spending,school_enrollment,opportunity_index,opportunity_rank
"Egypt, Arab Rep.",EGY,2019,7.851,20.631,38.886,318678815489.749,2962.98892023003,15026.5682438097,9.15279959324804,,2.82732944960686,41.1240171551108,,,62.56705,161
"Egypt, Arab Rep.",EGY,2020,7.974,18.463,38.298,383817841547.099,3511.11381026379,15309.2359881702,5.04493288977539,,1.52462948997172,32.1262555667523,,40.012939453125,69.9117,133
"Egypt, Arab Rep.",EGY,2022,7.344,19.058,39.691,476747720364.742,4233.30783744856,16360.3907750364,13.8956609775178,,2.39118080969079,36.9831048772713,,37.8184509277344,68.1952,182
"Egypt, Arab Rep.",EGY,2023,7.334,19.073,39.681,396002496996.96,3457.45691570455,16691.1332373374,33.8847763115546,,2.48498433081233,40.4424382173628,,39.3823089599609,68.1997,183
"Egypt, Arab Rep.",EGY,2021,7.441,18.21,39.788,424671765455.704,3827.35415374308,15579.0160861551,5.21404940513043,,1.20617861055665,29.8569734808122,,,69.15155,153
"Egypt, Arab Rep.",EGY,2018,9.855,26.252,39.032,262588632526.73,2484.70315630508,14488.2094340483,14.4014657807422,,3.10040077579187,45.9110196733959,,36.7171516418457,67.065249999999992,192
Eritrea,ERI,2019,5.552,9.489,73.752,,,,,,,,,,56.1016,212
Eritrea,ERI,2020,6.088,10.732,72.378,,,,,,,,,,,
Eritrea,ERI,2022,5.695,9.647,73.69,,,,,,,,,,,
Eritrea,ERI,2023,5.586,9.467,73.817,,,,,,,,,,,
Eritrea,ERI,2021,6.177,10.589,72.795,,,,,,,,,,,
Eritrea,ERI,2018,5.511,9.469,74.093,,,,,,,,,,,
United Arab Emirates,ARE,2019,2.331,7.325,77.614,417989721734.494,44251.4541390148,68887.8454107816,-1.93108114782173,,5.07815357562375,170.06811882535,3.86020994186401,56.5684204101562,83.851050000000015,24
United Arab Emirates,ARE,2020,4.294,13.482,75.398,349473015336.939,37173.8754100281,65784.6769388646,-2.07940317940944,,5.41882467856405,185.28055243871,3.98417997360229,55.7540512084961,79.5677,37
United Arab Emirates,ARE,2022,2.872,9.992,75.023,502731935197.487,49899.0652978649,68867.8259305075,5.29122604376849,,4.93965436873328,188.945461747377,,,79.2076,42
United Arab Emirates,ARE,2023,2.151,6.467,75.789,514130432653.081,49040.6947525825,68577.5405661277,1.62670837213248,,4.34288822094807,202.332535998586,,61.3456115722656,82.53205,7
United Arab Emirates,ARE,2021,3.105,9.737,74.661,415178792769.884,43360.0211014806,67401.1212950201,0.179935336174431,,5.430419470509,186.108932599898,3.89403009414673,,79.10275,45
United Arab Emirates,ARE,2018,2.236,6.747,77.339,427049432149.345,45689.8570040215,68854.9699016986,3.06863379251997,,3.53104134200712,159.642777284235,,,79.4938,40
San Marino,SMR,2019,,,,1616232125.12587,46627.0122356944,60171.0471344217,,55.0853181002707,,307.264778080283,3.37969994544983,50.2355690002441,,
San Marino,SMR,2020,,,,1544714493.24409,44426.6463400658,55998.071099456,,98.3476214157992,,304.903167579063,3.4246199131012,55.0960998535156,,
San Marino,SMR,2022,,,,1831700577.08904,54264.570495898,70887.573899815,,103.153573465904,,370.436071813414,3.43181848526001,53.7988815307617,,
San Marino,SMR,2023,,,,,,,,,,,,51.1357307434082,,
San Marino,SMR,2021,,,,1855395999.76534,54168.9828262684,64745.1316780701,,95.1200992157321,,342.470174007962,3.10892009735107,57.6704483032227,,
San Marino,SMR,2018,,,,1655353653.05934,47950.6880557136,59194.0442905609,,55.9404550948587,,309.487956436918,3.55516004562378,45.4210205078125,,
Philippines,PHL,2019,2.237,6.696,58.114,376823402244.928,3400.78949772302,9452.29397140303,2.39206534422404,,2.30117498594757,68.8418422585097,3.40748643875122,31.2367649078369,65.99335,147
Philippines,PHL,2020,2.522,6.987,53.365,361751145451.597,3227.57910235199,8455.18457114822,2.3931623931624,,1.88586363211171,58.1695603022281,3.85829043388367,32.8472557067871,70.3651,127
Philippines,PHL,2022,2.598,6.813,59.843,404353369604.631,3548.06930572116,9457.10395402883,5.82115811213955,,2.3475097233369,72.4296836107599,3.57960081100464,39.5887565612793,70.3309,144
Philippines,PHL,2023,2.222,6.991,60.024,437146372729.942,3804.8725797521,9901.05652395692,5.97802515541409,,2.08541079990247,67.3966204439887,3.62368631362915,45.2818946838379,72.5001,101
Philippines,PHL,2021,3.398,8.434,54.552,394087359848.11,3484.38593882819,8857.78995115514,3.92718022100332,,3.04078855310047,63.4846098136712,3.87249755859375,34.8456192016602,69.9709,139
Philippines,PHL,2018,2.338,6.605,57.602,346841896583.515,3168.51036606257,9016.28659627736,5.30934661627707,,2.86833826073638,72.1633982998175,3.85502767562866,29.428638458252,70.4479,144
Kuwait,KWT,2019,2.251,15.274,71.717,140856394870.02,31707.8737464917,51122.3312398328,1.09184802655856,,0.366059041808318,91.6857123834172,6.72789573669434,50.4700584411621,77.18705,63
Kuwait,KWT,2020,3.557,19.149,66.27,111045470461.207,25236.0755520534,49124.5406217346,2.101729548274,,-0.502546857831841,82.01074583049,6.24513053894043,53.7298583984375,77.89935,49
Kuwait,KWT,2022,2.174,15.502,72.686,183940215065.171,40077.238047746,50984.3024427951,3.98064961990313,,0.408967286300289,90.7022303371281,6.58236503601074,,79.5217,40
Kuwait,KWT,2023,2.127,15.453,72.495,163704878875.85,33729.7985494456,46458.2004898213,3.64216403030709,,1.2917167523383,,5.02626085281372,,79.54285,30
Kuwait,KWT,2021,3.002,17.747,68.062,148459291453.471,34043.542153557,50689.0440784829,3.42362947609188,,-0.183441066188652,81.9403797556827,7.76246690750122,61.558048248291,82.1491,24
Kuwait,KWT,2018,2.204,15.225,71.82,138646316321.596,32067.9623689512,51364.271157544,0.543133148199567,,-0.0154187787947738,102.785630698094,6.39165258407593,52.1134605407715,80.5082,29
Brazil,BRA,2019,11.936,27.098,57.142,1873288205186.45,9029.83326742175,18018.6209165513,3.73297621216894,92.5652531882782,3.69267321290613,28.8902578679414,5.96346998214722,52.6240615844727,62.16651314722845,165
Brazil,BRA,2020,13.697,30.267,52.195,1476107231194.11,7074.19378281866,17327.5157262925,3.21176803803376,98.7098819546545,2.59263795330717,32.3020785463409,5.77150011062622,54.5727996826172,68.469578441990791,157
Brazil,BRA,2022,9.231,20.732,57.663,1951923942083.32,9281.33334441234,18554.0461842977,9.28010608956873,79.1023218878495,3.8221961533297,38.8160659763397,,60.3906211853027,72.129344031540668,109
Brazil,BRA,2023,7.947,17.938,57.915,2173665655937.27,10294.866680778,19018.2390697496,4.59356282283204,83.6989369386242,2.95479345180782,33.8539465938547,,,72.768360882753569,96
Brazil,BRA,2021,13.158,28.311,54.238,1670647399034.67,7972.53665048385,18075.7060063108,8.30165975585673,85.0115036701985,2.77979084916568,37.6563307568833,5.4969801902771,56.8306198120117,68.212539297978083,169
Brazil,BRA,2018,12.329,27.958,56.549,1916933898038.36,9300.66164936497,17917.7492137276,3.66485028376729,86.6078841199146,4.07858821449124,28.8762033759743,6.08851003646851,51.1916885375977,69.856903605876212,151
Iceland,ISL,2019,3.507,8.445,72.926,24681343649.2952,68452.23622306,65065.9056817227,3.01397179156053,90.1141894663873,-2.25459249123475,82.8627457813882,7.60129976272583,70.6093521118164,86.1590942525528,17
Iceland,ISL,2020,5.478,9.871,69.485,21629953194.0659,59023.5663465778,59575.1903930351,2.84792401518665,100.316262095676,-4.06130543466877,67.9750756256744,8.58382987976074,74.5906066894531,82.180522795444,20
Iceland,ISL,2022,3.789,8.421,71.646,28770206626.5564,75314.085560994,65563.9208701239,8.3087551155892,86.2909756775551,4.85963418914523,91.527341749796,7.13966512680054,84.985237121582,84.3305002895066,12
Iceland,ISL,2023,3.518,8.488,72.118,31325116556.3807,79636.9548578508,66880.0658104169,8.73630299937298,81.0578812308369,2.19783677396124,86.7946489365126,,,79.716668007875342,26
Iceland,ISL,2021,6.029,11.831,68.987,25825287184.3818,69325.9078287926,61685.8356114982,4.44423970189739,95.8217048268859,1.80154545586606,76.2731814967682,8.21780967712402,86.5232086181641,83.767050227414344,17
Iceland,ISL,2018,2.704,5.9,73.812,26260850582.0687,74452.1890731447,65297.2102047997,2.68291768267392,81.9621967417907,-2.37128033729888,88.6369069643521,7.56349992752075,69.3402328491211,84.83115993956352,13
Cambodia,KHM,2019,0.119,0.375,82.328,36685356407.7206,2225.87705485686,6448.88455952805,1.94257500833107,,9.98500044202808,115.736679072448,2.82565474510193,16.8353996276855,60.04645,183
Cambodia,KHM,2020,0.172,0.474,82.097,34818073901.4851,2081.73914242939,6128.78243783335,2.9402951426397,,10.410239809326,122.105396346568,3.0023500919342,14.4409313201904,69.4226,141
Cambodia,KHM,2022,0.231,0.695,79.833,39994532959.6074,2325.03050040841,6456.7382143272,5.34370264895437,,8.94830125779537,145.873632761406,2.88349270820618,14.9985504150391,69.39605,166
Cambodia,KHM,2023,0.225,0.695,79.807,42335646895.7984,2429.74853452838,6690.58942585792,2.12746796594194,,9.35096701989758,134.206842395931,2.95115232467651,17.9681453704834,69.39875,169
Cambodia,KHM,2021,0.396,0.83,79.195,36790163687.4421,2167.40324198499,6225.53265474741,2.92073477592949,,9.4684591111041,146.179846509715,3.01162648200989,13.8764019012451,69.3218,151
Cambodia,KHM,2018,0.13,0.379,81.81,33145892168.8958,2036.67377566578,6050.59088262205,2.45908515380146,,9.69240300027115,118.43765541305,2.44785928726196,15.7133102416992,69.4415,152
Switzerland,CHE,2019,4.394,7.993,65.321,721369112726.724,84121.9310304414,79465.7241719733,0.362886179940614,18.9542598066682,1.21642491474438,124.127612180467,5.01438999176025,66.3093414306641,90.892264660517711,4
Switzerland,CHE,2020,4.817,8.603,64.709,741999406005.627,85897.7843338323,77197.6465921712,-0.725874933313384,20.8521076737596,-32.546976043457,121.785977998371,5.27676010131836,68.0676422119141,89.486204404462029,1
Switzerland,CHE,2022,4.122,6.842,63.894,818426550206.45,93245.7952120851,82128.8356102151,2.83502798644463,17.8028639159248,-1.34268979434697,140.169548786107,4.88824462890625,74.1526794433594,88.959376810372248,1
Switzerland,CHE,2023,4.043,7.869,64.65,884940402230.409,99564.710026145,81683.8662644452,2.13540088016377,,-5.94811440796524,138.216915020406,,,80.68065,20
Switzerland,CHE,2021,5.013,8.319,64.088,813408787222.499,93446.4344518943,80739.6229283127,0.581814168489856,19.9857790162513,-14.4091790381318,130.25616282247,5.03708982467651,71.893928527832,89.070672323234191,1
Switzerland,CHE,2018,4.713,7.937,65.343,725568717468.001,85217.3691512274,79130.929306574,0.936335464113563,18.678118566674,-22.1051198346507,124.428504325808,4.93008995056152,64.3533935546875,89.1973904682654,1
"Gambia, The",GMB,2019,4.538,7.913,45.592,1813609692.49994,738.186751987483,2750.82132179634,7.11567625631192,,3.9194379121789,55.9979116186993,2.80809712409973,,59.957899999999995,184
"Gambia, The",GMB,2020,5.892,10.283,45.024,1812170891.19069,720.335143352133,2702.31919474482,5.93127636562441,,10.4612755737217,47.3955201736291,2.88734579086304,,69.8486,134
"Gambia, The",GMB,2022,6.076,10.167,44.8,2204734527.88096,836.244875868476,2863.18049829859,11.5131198380505,,10.4995860985808,44.7219215369466,2.74282312393188,,69.765800000000013,156
"Gambia, The",GMB,2023,6.479,10.811,44.468,2396111021.64149,888.157407724123,2932.28059517915,16.9742129632327,,8.69626742372764,42.4360024960632,2.69659471511841,,69.58445,164
"Gambia, The",GMB,2021,6.269,10.588,44.778,2014158842.14596,781.890925169531,2777.79620978324,7.37034758876618,,12.5026201279669,42.0979827971754,3.04477691650391,,69.67895,144
"Gambia, The",GMB,2018,4.127,7.258,45.93,1670671327.81651,696.219806960615,2651.43281455826,6.52096823946573,,4.89653501762191,64.8124640003735,2.36544394493103,,70.64285000000001,142
Panama,PAN,2019,6.256,17.128,64.225,69778991200,16477.9066285687,33163.7269089339,-0.355083821021245,,6.00846150660602,80.4286505649569,3.09329414367676,,70.0848,105
Panama,PAN,2020,14.663,33.033,56.664,57059846500,13290.5608347594,26881.7987053989,-1.5502754080376,,-4.36146309944945,68.700423510603,4.30284023284912,45.2206611633301,70.90165,118
Panama,PAN,2022,8.086,19.186,60.954,76276116700,17332.4360742988,33833.0265078284,2.85965128834711,,3.92922448045916,93.687178754867,3.36693000793457,58.173511505127,73.8613,87
Panama,PAN,2023,6.544,16.765,60.881,83318176900,18686.4050961265,35863.880148831,1.48641355277038,,2.79271534651162,89.5330683837851,,,73.5552,87
Panama,PAN,2021,10.177,22.338,56.409,67396392500,15509.8069109784,30932.7627780516,1.63070337301898,,2.00694464106517,80.1334635232887,3.71141004562378,53.0445899963379,72.920350000000013,89
Panama,PAN,2018,5.161,14.1,64.084,67316471200,16151.3273478476,32681.4463626977,0.761578359399944,,7.44442828256868,86.1309615112445,3.4535698890686,,74.17755,86
Malawi,MWI,2019,4.966,6.783,64.02,11051865579.8121,580.889816066776,1687.28944917892,9.3708360560567,44.7856317896456,0.499715013992528,,,,65.695126798959564,151
Malawi,MWI,2020,5.728,7.865,64.36,11769313597.8545,602.507478176106,1656.43985192533,8.62551469650552,,2.14268264715469,,,,69.92240000000001,131
Malawi,MWI,2022,5.037,6.769,63.924,12429060150.742,604.269751184515,1659.95933825168,20.953969729969,55.5992119991912,1.59888613227793,,,,67.277218181069969,194
Malawi,MWI,2023,5.033,6.766,63.911,12712150082.0792,602.343619809252,1648.43651796379,28.7897428247298,,1.59888615393634,,,,70.23515,147
Malawi,MWI,2021,5.662,7.632,63.253,12378129750.9872,617.447520802454,1687.59358179651,9.33014410835212,,1.0461764992773,,,,69.9521,140
Malawi,MWI,2018,5.014,6.816,64.114,9879231591.52434,533.203173686705,1638.91665761076,12.420178108921,41.7011065966529,0.77953740924782,,3.32295989990234,,70.890063572574732,133
China,CHN,2019,4.56,10.706,64.307,14279968506271.7,10143.8602206165,18465.298945245,2.89923416358227,,1.31071593247948,35.8900960342425,4.05939483642578,57.2754402160645,77.248,61
China,CHN,2020,5,12.678,62.678,14687744162801,10408.7195541075,18833.7847033116,2.41942189457782,,1.72317554862906,34.7542956996066,4.2333812713623,62.2367782592773,77.25,55
China,CHN,2022,4.98,14.811,62.523,17881782683707.3,12662.5826712038,21011.6171309077,1.97357555739051,,1.06367352996528,38.3514820836722,4.02356958389282,71.9815521240234,77.259,57
China,CHN,2023,4.67,15.745,62.756,17794783039552,12614.0617416421,22137.5998277466,0.234836828893051,,0.240113517047499,37.3167713639344,,74.823600769043,77.3985,48
China,CHN,2021,4.55,12.422,64.056,17820459508852.2,12617.5051041181,20406.7296584605,0.981015135544882,,1.93078622294539,37.3019908656372,3.98832511901855,67.3876190185547,77.4525,58
China,CHN,2018,4.31,9.694,64.887,13894907857880.6,9905.40638304527,17490.1667301804,2.07479039965576,,1.69389428446517,37.5657841021374,4.02442407608032,54.0076217651367,73.56049999999999,95
Azerbaijan,AZE,2019,5,11.474,61.957,48174235294.1176,4805.75371765917,20122.7128524509,2.61057182799215,,3.12183056112494,85.8181454084561,3.1764600276947,32.9221801757812,71.45,95
Azerbaijan,AZE,2020,7.24,15.129,62.356,42693000000,4229.91064904503,19126.094903135,2.75980947008127,22.1899994626478,1.18790387182911,72.0178676487811,4.33204984664917,36.3854713439941,73.249807199277043,92
Azerbaijan,AZE,2022,5.65,13.808,60.401,78807470588.2353,7770.594223351,21051.2687619289,13.8522590144267,,-5.67773710614177,86.9822732541779,3.04690003395081,41.001781463623,72.9575,97
Azerbaijan,AZE,2023,5.636,13.751,59.956,72356176470.5882,7125.90858368611,21262.2979971542,8.78543049849081,,0.349432505050587,83.6193503542524,3.58290028572083,41.3907585144043,72.9638,93
